,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_logisticregression__C,param_logisticregression__penalty,param_logisticregression__random_state,param_logisticregression__solver,param_logisticregression__max_iter,params,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,split5_test_roc_auc,split6_test_roc_auc,split7_test_roc_auc,split8_test_roc_auc,split9_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision
10,7.781392813,3.171654772,0.032150412,0.001777941,1.623776739,l1,100,liblinear,,"{'logisticregression__C': 1.623776739188721, 'logisticregression__penalty': 'l1', 'logisticregression__random_state': 100, 'logisticregression__solver': 'liblinear'}",0.621944345,0.622371743,0.622615151,0.618094888,0.623498727,0.613503325,0.624128079,0.61931794,0.613610722,0.620837383,0.61999223,0.003651735,12,0.609017912,0.614422483,0.604231007,0.605311921,0.606238419,0.59573811,0.609789994,0.602686844,0.594193947,0.607936998,0.604956763,0.005887313,10,0.680786687,0.68673943,0.676020731,0.681296758,0.675819985,0.66555953,0.681457204,0.672521319,0.67100651,0.68115032,0.677235847,0.005944825,19,0.71637039,0.722163588,0.718045113,0.723516949,0.717215326,0.702914193,0.724276527,0.707552223,0.72373751,0.711064499,0.716685632,0.007006586,19,0.648570742,0.654628079,0.63864342,0.643732328,0.638942308,0.63197477,0.643418234,0.640795537,0.625437573,0.653651482,0.641979447,0.008604036,6
11,14.1673022,4.439079189,0.034374857,0.008043222,4.281332399,l1,100,liblinear,,"{'logisticregression__C': 4.281332398719396, 'logisticregression__penalty': 'l1', 'logisticregression__random_state': 100, 'logisticregression__solver': 'liblinear'}",0.604328391,0.604605823,0.601710815,0.59893852,0.60714404,0.594625069,0.609212363,0.603497265,0.59389016,0.604448418,0.602240086,0.004774585,17,0.597436689,0.600370599,0.591877702,0.58863496,0.593267449,0.583230389,0.604539839,0.590024707,0.580450896,0.594657196,0.592449043,0.006993218,14,0.665983344,0.669982147,0.659538838,0.662014717,0.660391955,0.648887733,0.6717929,0.655954386,0.654105665,0.665306643,0.661395833,0.006798611,22,0.689572831,0.693139842,0.687432868,0.690942797,0.691041554,0.672962763,0.702304394,0.677825388,0.693761815,0.684058731,0.688304298,0.007932134,22,0.64395441,0.648321816,0.633820253,0.635411593,0.632345679,0.62647576,0.643822157,0.635450665,0.618737958,0.647555225,0.636589552,0.009020954,10
12,17.61157718,7.577645976,0.031617236,0.001240637,11.28837892,l1,100,liblinear,,"{'logisticregression__C': 11.288378916846883, 'logisticregression__penalty': 'l1', 'logisticregression__random_state': 100, 'logisticregression__solver': 'liblinear'}",0.592378691,0.593433655,0.590070223,0.585042373,0.595213051,0.58089224,0.598737887,0.591141899,0.581568204,0.593194849,0.590167307,0.00557526,20,0.586781964,0.590487956,0.582149475,0.578906733,0.583848054,0.577208153,0.594039531,0.584311303,0.574583076,0.58693638,0.583925263,0.005687574,17,0.65435288,0.659125964,0.649118257,0.649350649,0.648859935,0.640682415,0.660116354,0.647459403,0.644836921,0.656831302,0.651073408,0.006017843,24,0.672061555,0.67651715,0.672126745,0.668697034,0.671883432,0.65866163,0.684083601,0.662024638,0.675398326,0.671211327,0.671266544,0.00679391,24,0.637553486,0.642606516,0.627632899,0.631092227,0.627362056,0.623658661,0.637771671,0.633521271,0.616921559,0.643054509,0.632117486,0.007996083,13
13,20.08844962,4.834455207,0.030624032,0.002682734,29.76351442,l1,100,liblinear,,"{'logisticregression__C': 29.763514416313132, 'logisticregression__penalty': 'l1', 'logisticregression__random_state': 100, 'logisticregression__solver': 'liblinear'}",0.58576445,0.58549461,0.584037798,0.577273423,0.587500998,0.573401509,0.591027017,0.583828908,0.57429279,0.586000035,0.582862154,0.005566613,23,0.584311303,0.583230389,0.577208153,0.575818406,0.580296479,0.572575664,0.589252625,0.579987647,0.569950587,0.582921557,0.579555281,0.005501556,21,0.6502079,0.651517108,0.642838508,0.643755674,0.645539906,0.635021097,0.653736006,0.642011056,0.638827649,0.6520675,0.64555224,0.005881621,27,0.663836561,0.665699208,0.661654135,0.657309322,0.667835942,0.649757151,0.672829582,0.653186931,0.665136376,0.663607761,0.662085297,0.006560669,28,0.637127578,0.637926675,0.62506342,0.630749682,0.624684503,0.620938628,0.635696203,0.63121118,0.614520958,0.640921752,0.629884058,0.008009957,15
14,21.70090792,6.131883731,0.033704877,0.004187827,78.47599704,l1,100,liblinear,,"{'logisticregression__C': 78.47599703514607, 'logisticregression__penalty': 'l1', 'logisticregression__random_state': 100, 'logisticregression__solver': 'liblinear'}",0.581938398,0.580800673,0.580592105,0.572763065,0.581274877,0.57081998,0.586177891,0.578756255,0.569622451,0.581097873,0.578384357,0.005152955,29,0.580914145,0.579524398,0.576281655,0.573810994,0.576281655,0.571031501,0.58693638,0.575972823,0.566707844,0.580142063,0.576760346,0.005324766,33,0.646430433,0.648054802,0.64130719,0.641278919,0.641868964,0.632539683,0.65164735,0.638589102,0.635015609,0.649025429,0.642575748,0.005885008,33,0.658264792,0.661477573,0.658700322,0.653336864,0.663518618,0.645169995,0.670418006,0.64970541,0.659195247,0.659150498,0.657893733,0.006746181,33,0.635014077,0.635165949,0.624808966,0.629657989,0.621587462,0.620394395,0.633899164,0.627846791,0.612547051,0.639206712,0.628012856,0.007820816,21
15,19.96230016,4.408624485,0.031298137,0.000622841,206.9138081,l1,100,liblinear,,"{'logisticregression__C': 206.913808111479, 'logisticregression__penalty': 'l1', 'logisticregression__random_state': 100, 'logisticregression__solver': 'liblinear'}",0.580309219,0.577771971,0.578706454,0.570284938,0.5773398,0.569264594,0.582981206,0.575982934,0.567206695,0.577902126,0.575774994,0.004878815,30,0.581377393,0.5785979,0.575200741,0.572266831,0.573810994,0.571185917,0.584620136,0.574119827,0.565781347,0.577671402,0.575463249,0.005102776,34,0.647051165,0.647279307,0.639874329,0.639979205,0.639498433,0.631844094,0.649099922,0.637009739,0.634044768,0.646503813,0.641218477,0.005693519,34,0.659326081,0.660686016,0.656283566,0.652012712,0.660550459,0.643011333,0.666666667,0.648098554,0.657844991,0.655742003,0.656022238,0.006465979,34,0.635224949,0.634405878,0.624265645,0.628381827,0.619746835,0.621058118,0.63243518,0.626293996,0.611906556,0.637522304,0.627124129,0.00766951,23
16,16.76430526,5.344766602,0.031596947,0.000872929,545.5594781,l1,100,liblinear,,"{'logisticregression__C': 545.5594781168514, 'logisticregression__penalty': 'l1', 'logisticregression__random_state': 100, 'logisticregression__solver': 'liblinear'}",0.579429842,0.576429527,0.577842323,0.569242487,0.575439671,0.568178055,0.58130445,0.574205841,0.565866274,0.575947112,0.574388558,0.00480195,31,0.580914145,0.578134651,0.575046325,0.572421248,0.573347746,0.571649166,0.584774552,0.574119827,0.564700432,0.577053737,0.575216183,0.005211156,35,0.646430433,0.647119607,0.639884847,0.639593909,0.639059438,0.632095491,0.649367584,0.636818541,0.632990496,0.645803698,0.640916404,0.005726035,35,0.658264792,0.660949868,0.656552095,0.650688559,0.660010793,0.643011333,0.667202572,0.647562935,0.656494734,0.654693235,0.655543092,0.006629367,35,0.635014077,0.633856275,0.624042879,0.628871257,0.619397316,0.621544079,0.632461265,0.62642487,0.611111111,0.637152335,0.626987546,0.007724826,24
17,13.01610034,4.449510523,0.031204319,0.000681654,1438.449888,l1,100,liblinear,,"{'logisticregression__C': 1438.44988828766, 'logisticregression__penalty': 'l1', 'logisticregression__random_state': 100, 'logisticregression__solver': 'liblinear'}",0.578842154,0.575691016,0.577398841,0.5686424,0.573863537,0.567615205,0.58015735,0.573061742,0.564865536,0.574853037,0.573499082,0.004772802,32,0.580914145,0.577208153,0.575046325,0.572575664,0.572266831,0.571340334,0.584311303,0.573656578,0.563465102,0.576899321,0.574768376,0.005396535,36,0.645969215,0.646344614,0.639790576,0.639864689,0.638097727,0.631927871,0.649022164,0.636375609,0.631757197,0.645811789,0.640496145,0.005818251,36,0.65693818,0.660158311,0.656283566,0.65121822,0.658931462,0.643011333,0.66693462,0.647027317,0.654874426,0.654955427,0.655033286,0.006414859,36,0.635360534,0.633097166,0.624106231,0.628900256,0.618541033,0.621220021,0.632046724,0.62606893,0.610216407,0.636919939,0.626647724,0.00793228,25
18,14.14407125,4.273376954,0.028870726,0.003902763,3792.690191,l1,100,liblinear,,"{'logisticregression__C': 3792.690190732246, 'logisticregression__penalty': 'l1', 'logisticregression__random_state': 100, 'logisticregression__solver': 'liblinear'}",0.578438828,0.575190816,0.576976826,0.568192875,0.573265034,0.567248155,0.579822702,0.572470061,0.564171271,0.57428236,0.573005893,0.004825751,33,0.580759728,0.576899321,0.574274243,0.572421248,0.571803582,0.571185917,0.584156887,0.573502162,0.563619518,0.576899321,0.574552193,0.005347265,37,0.645792564,0.646086283,0.63899437,0.639781449,0.637847721,0.631844094,0.648846003,0.636291809,0.6318395,0.645628557,0.640295235,0.005763784,37,0.656672858,0.659894459,0.655209452,0.65121822,0.658931462,0.643011333,0.666666667,0.647027317,0.654874426,0.654431044,0.654793724,0.006323553,37,0.63526694,0.63284413,0.623562484,0.628739453,0.618071374,0.621058118,0.631953264,0.625906736,0.610369997,0.637059724,0.626483222,0.007957256,27
19,12.37118726,3.21583002,0.019960308,0.004423059,10000,l1,100,liblinear,,"{'logisticregression__C': 10000.0, 'logisticregression__penalty': 'l1', 'logisticregression__random_state': 100, 'logisticregression__solver': 'liblinear'}",0.57843922,0.574745431,0.576715323,0.568192679,0.572763165,0.566972087,0.580168287,0.572270621,0.56393735,0.574184851,0.572838901,0.004910496,34,0.580914145,0.576744904,0.573965411,0.572884497,0.571031501,0.571185917,0.584002471,0.573502162,0.563773935,0.577053737,0.574505868,0.005338094,38,0.645876827,0.646002841,0.638637852,0.640031234,0.637052522,0.631844094,0.648578137,0.636195996,0.632017715,0.645712068,0.640194929,0.005758937,38,0.656672858,0.659894459,0.654672395,0.65121822,0.657852132,0.643011333,0.666130761,0.646759507,0.655144477,0.654431044,0.654578719,0.006191894,38,0.635430039,0.632684037,0.623369982,0.629222108,0.617527862,0.621058118,0.631926792,0.625972006,0.610468042,0.637222364,0.626488135,0.008043807,26
20,0.865076852,0.083860839,0.025734758,0.004892424,0.0001,l2,100,sag,800,"{'logisticregression__C': 0.0001, 'logisticregression__max_iter': 800, 'logisticregression__penalty': 'l2', 'logisticregression__random_state': 100, 'logisticregression__solver': 'sag'}",0.601103553,0.599381234,0.603268905,0.600088767,0.602392159,0.599425266,0.599785189,0.589507989,0.592689391,0.597977931,0.598562038,0.004066103,18,0.581995059,0.585237801,0.575046325,0.583075973,0.572266831,0.572266831,0.576281655,0.576590488,0.571803582,0.588943792,0.578350834,0.005748436,24,0.735773548,0.738359634,0.730196078,0.736636754,0.727951287,0.727951287,0.731191223,0.731439765,0.727576383,0.741302235,0.732837819,0.004607287,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0.581995059,0.585237801,0.575046325,0.583075973,0.572266831,0.572266831,0.576281655,0.576590488,0.571803582,0.588943792,0.578350834,0.005748436,34
