,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_AUC,split1_test_AUC,split2_test_AUC,split3_test_AUC,split4_test_AUC,split5_test_AUC,split6_test_AUC,split7_test_AUC,split8_test_AUC,split9_test_AUC,mean_test_AUC,std_test_AUC,rank_test_AUC,split0_train_AUC,split1_train_AUC,split2_train_AUC,split3_train_AUC,split4_train_AUC,split5_train_AUC,split6_train_AUC,split7_train_AUC,split8_train_AUC,split9_train_AUC,mean_train_AUC,std_train_AUC,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,split5_test_Accuracy,split6_test_Accuracy,split7_test_Accuracy,split8_test_Accuracy,split9_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,split3_train_Accuracy,split4_train_Accuracy,split5_train_Accuracy,split6_train_Accuracy,split7_train_Accuracy,split8_train_Accuracy,split9_train_Accuracy,mean_train_Accuracy,std_train_Accuracy,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,split4_test_Recall,split5_test_Recall,split6_test_Recall,split7_test_Recall,split8_test_Recall,split9_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_train_Recall,split1_train_Recall,split2_train_Recall,split3_train_Recall,split4_train_Recall,split5_train_Recall,split6_train_Recall,split7_train_Recall,split8_train_Recall,split9_train_Recall,mean_train_Recall,std_train_Recall,split0_test_Precision,split1_test_Precision,split2_test_Precision,split3_test_Precision,split4_test_Precision,split5_test_Precision,split6_test_Precision,split7_test_Precision,split8_test_Precision,split9_test_Precision,mean_test_Precision,std_test_Precision,rank_test_Precision,split0_train_Precision,split1_train_Precision,split2_train_Precision,split3_train_Precision,split4_train_Precision,split5_train_Precision,split6_train_Precision,split7_train_Precision,split8_train_Precision,split9_train_Precision,mean_train_Precision,std_train_Precision,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,split5_test_F1,split6_test_F1,split7_test_F1,split8_test_F1,split9_test_F1,mean_test_F1,std_test_F1,rank_test_F1,split0_train_F1,split1_train_F1,split2_train_F1,split3_train_F1,split4_train_F1,split5_train_F1,split6_train_F1,split7_train_F1,split8_train_F1,split9_train_F1,mean_train_F1,std_train_F1
0,0.029020524024963378,0.005778229441063239,0.022722506523132326,0.008427466900077254,1,{'alpha': 1},0.6122425946038033,0.6037062481850268,0.6225955000859658,0.6083898886680377,0.6198300464616691,0.6235595914310652,0.6100033001482386,0.6144829634716582,0.61831097321177,0.6049297109541304,0.6138050817221365,0.0067562013483288335,1,0.8008853658731434,0.7997932670517761,0.8006223723379194,0.8013238111488594,0.8002283517542468,0.7971229270451264,0.8025237329569546,0.7997256422319858,0.8014586758563822,0.802946280231623,0.8006630426488017,0.0015541130903581482,0.5921865348980853,0.5928042001235331,0.6026868437306979,0.6002161828289068,0.6031500926497838,0.6079369981470043,0.5945027794935145,0.6003705991352687,0.605775169857937,0.5937306979617047,0.5993360098826436,0.0054001791034130695,1,0.7291047369030614,0.729336370304598,0.7276763309269196,0.7279851754623017,0.7260162915492414,0.7258618692815504,0.7309578041153534,0.7272130641238467,0.7264023472184689,0.7311894375168899,0.7281743427402231,0.0018277565010237336,0.7476584022038567,0.7285714285714285,0.7376873661670236,0.7312483434932414,0.7432867883995704,0.7436997319034853,0.7453566621803499,0.7315237839290514,0.7314017227877838,0.7482403898213319,0.7388674619457122,0.007247359310743873,1,0.8486190035681247,0.8482795270360037,0.839832313015704,0.8384363951704356,0.8447473404255319,0.8412930690435014,0.8457040334905974,0.8416539254138138,0.8362686667113105,0.8463171864631719,0.8431151460338194,0.004019699618628497,0.6113989637305699,0.6238172167089776,0.6337088985973787,0.6365943700969081,0.6316750342309447,0.6366766123479458,0.6223870532703979,0.6314080259800511,0.6477115117891817,0.619036954087346,0.6294414640839703,0.009897251104903823,1,0.7310034720245888,0.7298394010401783,0.7308895066018068,0.7310533356598615,0.7273716150455144,0.7284455451246904,0.7325313687118683,0.7299509945229172,0.7290134267367192,0.7329463823918165,0.7303045047859961,0.0016551651583226802,0.6726979799231626,0.6721372622155912,0.6817563388991961,0.6806463550018501,0.6829509005674809,0.6860393223692346,0.678343949044586,0.6777888446215139,0.687017285766826,0.6775340115210197,0.679691224993046,0.004752131775973306,1,0.7854325291257683,0.7846149119842709,0.7815828585583354,0.7810713397961719,0.7816777924754668,0.7808130382442818,0.7850599882799247,0.7818327775719403,0.7789664098805477,0.7855625019247944,0.7826614147841503,0.0021927156442061407
